beatNo,left,right,both,comments
1,-1,-1,4,intro
3.5,7,5,-1
4.5,-1,-1,6
9,0,1,-1,choir
10,0,1,-1
12,0,1,-1
14,0,1,-1
16,2,3,-1
18,0,1,-1
20,0,1,-1
20.5,-1,1,-1
21.5,0,-1,-1
22.5,-1,3,-1
23.5,2,-1,-1
25,2,3,-1
26,2,3,-1
28,2,3,-1
30,2,3,-1
32,0,1,-2
34,2,3,-1
36,2,3,-1
36.5,-1,0,-1
37.5,1,-1,-1
38.5,-1,3,-1
39.5,2,-1,-1
41,3,2,-1,transition
43,1,0,-1
45,0,1,-1,verse 1
46,0,1,-1,
47,-1,-1,4
48,-1,-1,4
49,0,1,-1,
50,7,4,-1
51,0,1,-1,
52,4,5,-1
53,2,3,-1
54,2,3,-1
55,-1,-1,6
56,-1,-1,6
57,2,3,-1
58,7,6,-1
59,2,3,-1
60,6,5,-1
61,0,1,-1,---
62,0,1,-1,
63,-1,-1,4
64,-1,-1,4
65,0,1,-1,
66,7,4,-1
67,0,1,-1,
68,4,5,-1
69,2,3,-1
70,2,3,-1
71,-1,-1,6
72,-1,-1,6
73,2,3,-1
74,7,6,-1
75,2,3,-1
76,6,5,-1
77,-1,0,-1,verse 1 part 2---
78,7,-1,-1
78.5,7,-1,-1
79.5,-1,2,-1
80.5,6,-1,-1
81.5,-1,3,-1
82.5,1,-1,-1
83.5,-1,5,-1
85,1,-1,-1
86,-1,5,-1
86.5,-1,5,-1
87.5,3,-1,-1
88.5,-1,6,-1
89.5,2,-1,-1
90.5,-1,0,-1
91.5,7,-1,-1
93,-1,0,-1,---
94,7,-1,-1
94.5,7,-1,-1
95.5,-1,2,-1
96.5,6,-1,-1
97.5,-1,3,-1
98.5,1,-1,-1
99.5,-1,5,-1
101,1,-1,-1
102,-1,5,-1
102.5,-1,5,-1
103.5,3,-1,-1
104.5,-1,6,-1
105.5,2,-1,-1
106.5,-1,0,-1
107.5,7,-1,-1
109,-1,-1,4,bridge
110.5,-1,1,-1
111,1,-1,-1
111.5,-1,3,-1
112,2,-1,-1
112.5,-1,5,-1
113,7,-1,-1
113.5,-1,6,-1
114,6,-1,-1
117,-1,-1,4,
119,-1,-1,6
121,0,1,-1
123,2,3,-1
125,7,-1,-1,---
127,-1,1,-1
128,0,-1,-1
129,-1,5,-1
131,0,-1,-1
132,-1,1,-1
133,-1,-1,4,
135,3,2,-1
137,7,5,-1
139,1,0,-1
140,7,5,-1
141,7,4,-1,chorus
143,0,1,-1
145,4,5,-1
147,0,1,-1
149,7,6,-1
151,2,3,-1
153,6,5,-1
155,2,3,-1
157,1,0,-1,---
159,7,5,-1
161,3,2,-1
163,7,5,-1
165,-1,1,-1
166,-1,0,-1
167,-1,3,-1
168,-1,2,-1
169.5,-1,5,-1
171,-1,0,-1
173,7,4,-1,chorus part 2
175,0,1,-1
177,4,5,-1
179,0,1,-1
181,7,6,-1
183,2,3,-1
185,6,5,-1
187,2,3,-1
189,7,5,-1,---
191,3,2,-1
193,7,5,-1
195,-1,1,-1
197,4,-1,-1
201,0,1,-1,Ending choir
202,0,1,-1
204,0,1,-1
206,0,1,-1
208,2,3,-1
210,0,1,-1
212,0,1,-1
212.5,-1,1,-1
213.5,0,-1,-1
214.5,-1,3,-1
215.5,2,-1,-1
217,2,3,-1
218,2,3,-1
220,2,3,-1
222,2,3,-1
224,0,1,-2
226,2,3,-1
228,2,3,-1
228.5,-1,0,-1
229.5,1,-1,-1
230.5,-1,3,-1
231.5,2,-1,-1,---
233,2,3,-1
234,2,3,-1
236,2,3,-1
238,2,3,-1
240,0,1,-2
242,2,3,-1
244,2,3,-1
244.5,-1,0,-1
245.5,1,-1,-1
246.5,-1,3,-1
247.5,2,-1,-1
249,2,3,-1
250,0,1,-1
252,0,1,-1
254,0,1,-1
256,0,1,-1
257,-1,-1,4
258,1,-1,-1
258.5,-1,0,-1
259.5,2,-1,-1
260,-1,3,-1
263,-1,-1,4
